O	Na	Mg	Al	Si	K	Ca	Ti	Fe
3.422	0.165	0.212	0.436	0.989	0.049	0.21	0.021	0.202
3.163	0.084	0.068	0.449	0.922	0.045	0.295	0.003	0.169
3.164	0.042	0.056	0.385	0.928	0.041	0.193	0.011	0.285
3.017	0.086	0.104	0.333	0.911	0.042	0.223	0.029	0.184
3.027	0.101	0.144	0.322	0.912	0.039	0.177	0	0.237
2.994	0.042	0.037	0.41	1	0.037	0.263	0	0.031
2.988	0.113	0.108	0.244	0.969	0.058	0.214	0	0.195
2.746	0.01	0.049	0.278	1.009	0.035	0.101	0.003	0.117
3.017	0.072	0.091	0.207	1.025	0.038	0.195	0.035	0.232
3.282	0.039	0.204	0.516	1.013	0.001	0.101	0	0.108
2.97	0.099	0.037	0.34	0.997	0.027	0.127	0.006	0.19
2.976	0	0.126	0.326	1.058	0.043	0.16	0	0.048
2.89	0.125	0.068	0.405	0.942	0.03	0.195	0.014	0.024
3.157	0.014	0.135	0.31	0.942	0.027	0.256	0.034	0.246
2.949	0.043	0.206	0.22	1.04	0.039	0.211	0.005	0.068
3.006	0.074	0.074	0.351	1.001	0.034	0.235	0	0.088
3.105	0.142	0.078	0.504	0.967	0.023	0.098	0.007	0.121
3.232	0.037	0.138	0.361	1.001	0.045	0.173	0	0.259
3.155	0.03	0.107	0.36	0.976	0.048	0.243	0	0.195
2.799	0.006	0.05	0.318	0.934	0.055	0.182	0.028	0.134
3.092	0.049	0.143	0.37	1.014	0.05	0.275	0.001	0.032
3.035	0.056	0.118	0.414	0.934	0.022	0.076	0	0.251
2.938	0.095	0.086	0.379	0.927	0.024	0.24	0.022	0.079
3.248	0.067	0.156	0.428	0.998	0.012	0.192	0.032	0.109
3.144	0.036	0.144	0.394	0.935	0.039	0.165	0.007	0.252
3.267	0.008	0.15	0.272	1.091	0.012	0.229	0.001	0.193
3.085	0.057	0.127	0.341	0.976	0.016	0.188	0.044	0.159
2.851	0.094	0.062	0.246	1.023	0.037	0.169	0.002	0.09
2.935	0.085	0.138	0.26	0.972	0.083	0.087	0.038	0.209
2.995	0.211	0.18	0.316	0.997	0.045	0.115	0.028	0.035
3.125	0.038	0.171	0.472	0.966	0.07	0.113	0.016	0.105
3.121	0.068	0.031	0.41	1.023	0.046	0.199	0	0.139
3.012	0.02	0.02	0.322	0.985	0.036	0.238	0	0.235
3.097	0.099	0.133	0.358	1.01	0.046	0.156	0.018	0.135
3.062	0.099	0.091	0.398	0.954	0.043	0.247	0.023	0.098
3.165	0.112	0.082	0.32	1.054	0.039	0.203	0.008	0.146
2.722	0.058	0	0.212	0.978	0.017	0.184	0.041	0.109
2.743	0.087	0.095	0.238	1.003	0.046	0.149	0	0.057
2.998	0.072	0.112	0.333	0.964	0.044	0.244	0.025	0.1
3.059	0.039	0.137	0.237	0.981	0.037	0.16	0.033	0.246
2.852	0.089	0.079	0.394	0.952	0.015	0.114	0.021	0.063
2.963	0.081	0.069	0.315	0.996	0.032	0.129	0	0.188
3.187	0.153	0.102	0.383	0.999	0.042	0.153	0	0.237
3.397	0.132	0.147	0.435	1.077	0.023	0.124	0	0.201
3.055	0.048	0.07	0.356	1.005	0.038	0.126	0.026	0.169
3.019	0.086	0.129	0.264	1.001	0.021	0.211	0.015	0.173
3.124	0.135	0.164	0.286	0.998	0.029	0.154	0.026	0.179
3.313	0.11	0.177	0.392	0.967	0.031	0.23	0.03	0.209
2.667	0.063	0.06	0.163	1.021	0.039	0.259	0.006	0
2.821	0.035	0.089	0.377	0.968	0.029	0.198	0	0
2.898	0.068	0.079	0.307	1.002	0.039	0.149	0.019	0.107
3.227	0.058	0.195	0.345	1.042	0.046	0.216	0	0.146
3.266	0.098	0.114	0.31	1.107	0.046	0.108	0.037	0.214
2.777	0.137	0.121	0.286	0.87	0.042	0.172	0.03	0.158
2.914	0.106	0.046	0.325	0.955	0.036	0.164	0.032	0.162
3.059	0.054	0.12	0.333	0.978	0.068	0.277	0	0.131
3.211	0.089	0.129	0.296	1.045	0.033	0.212	0.034	0.175
3.09	0.091	0.056	0.377	1.004	0.054	0.187	0	0.184
3.1	0.108	0.128	0.371	1.011	0.036	0.169	0.028	0.07
3.036	0.074	0.091	0.271	0.969	0.057	0.203	0.017	0.277
2.825	0.058	0.086	0.35	1.041	0.01	0.03	0	0.064
2.777	0.041	0.111	0.28	0.937	0.039	0.149	0.025	0.088
2.82	0.065	0.039	0.282	0.981	0	0.208	0.004	0.114
3.259	0.097	0.16	0.342	1.017	0.07	0.154	0	0.215
2.833	0.103	0.042	0.307	0.969	0.04	0.116	0.019	0.131
2.824	0.052	0.073	0.178	0.968	0.017	0.174	0.029	0.264
2.863	0.055	0.211	0.251	0.966	0.022	0.088	0.035	0.1
3.037	0.088	0.108	0.283	0.964	0.043	0.104	0.001	0.278
3.167	0.111	0.06	0.369	1.035	0.071	0.127	0	0.2
3.327	0.11	0.103	0.435	1.02	0.042	0.162	0.038	0.173
3.219	0.11	0.105	0.324	1.028	0.068	0.197	0.042	0.188
2.786	0.098	0.155	0.263	0.942	0.049	0.168	0	0.086
3.068	0.055	0.084	0.351	0.941	0.037	0.283	0.047	0.141
3.145	0.088	0.105	0.324	1.013	0.041	0.207	0.003	0.232
3.027	0.073	0.109	0.281	0.985	0.042	0.182	0.039	0.143
2.989	0.125	0.122	0.257	0.989	0.041	0.123	0.018	0.185
3.233	0.083	0.194	0.337	1.073	0.041	0.165	0.011	0.132
2.819	0.046	0.147	0.211	0.93	0.074	0.22	0.01	0.138
2.948	0.098	0.066	0.307	0.951	0.055	0.181	0.038	0.164
3.216	0.097	0.127	0.283	1.016	0.02	0.307	0.034	0.153
3.109	0.121	0.101	0.492	0.985	0.024	0.11	0	0.116
3.326	0.147	0.113	0.277	1.085	0.023	0.227	0.01	0.214
3.21	0.136	0.068	0.388	0.978	0.046	0.254	0.021	0.159
3.317	0.069	0.093	0.514	0.981	0.024	0.161	0.018	0.195
2.741	0.102	0.104	0.36	0.91	0.034	0.105	0.001	0.068
3.109	0.108	0.133	0.333	0.986	0.031	0.121	0.02	0.201
3.412	0.136	0.019	0.334	1.04	0.024	0.331	0.008	0.259
3.328	0.087	0.094	0.361	1.069	0.044	0.19	0.003	0.268
3.003	0.074	0.099	0.363	1.039	0.016	0.212	0.012	0
3.049	0.056	0.099	0.34	1.012	0.023	0.225	0.006	0.117
2.917	0.068	0.038	0.199	0.915	0.033	0.235	0	0.319
2.961	0.112	0.175	0.312	1.044	0.048	0.081	0	0.048
2.989	0.061	0.1	0.3	0.963	0.033	0.185	0.016	0.179
3.11	0.046	0.121	0.36	1.046	0.044	0.191	0	0.1
2.924	0.043	0.162	0.368	0.945	0.017	0.032	0.022	0.193
3.119	0.144	0.112	0.401	0.943	0.039	0.102	0.002	0.262
3.268	0.08	0.174	0.453	0.955	0.016	0.257	0	0.156
3.028	0.104	0.162	0.412	1	0.037	0.15	0.013	0
2.874	0.088	0.227	0.166	0.989	0.064	0.087	0.017	0.193
3.093	0.143	0.145	0.397	0.972	0.046	0.153	0.016	0.112
3.217	0.069	0.217	0.27	0.956	0.004	0.27	0.036	0.209
2.917	0.063	0.138	0.272	1.01	0.035	0.176	0	0.091
3.115	0.022	0.141	0.301	1.046	0.024	0.184	0	0.221
3.124	0.131	0.097	0.363	0.943	0.048	0.198	0.028	0.223
3.393	0.085	0.182	0.43	0.963	0.044	0.169	0.049	0.238
3.327	0.024	0.039	0.486	0.989	0.068	0.23	0.02	0.192
2.973	0.071	0.139	0.319	1.008	0.033	0.104	0.032	0.097
2.875	0.072	0.183	0.27	0.973	0.033	0.095	0	0.154
2.93	0.089	0.053	0.341	0.94	0.026	0.185	0	0.168
3.022	0.098	0.097	0.323	0.988	0.047	0.178	0	0.147
2.74	0.143	0.096	0.337	0.906	0.026	0.131	0.026	0.041
3.174	0.06	0.127	0.383	0.999	0.041	0.223	0.049	0.101
2.91	0.095	0.102	0.292	0.978	0.042	0.16	0.022	0.097
3.066	0.063	0.064	0.36	0.917	0.006	0.197	0.043	0.26
2.89	0.049	0.119	0.365	0.939	0.026	0.248	0.001	0.057
2.833	0.064	0.165	0.346	0.952	0.025	0.123	0	0.066
2.76	0	0	0.215	0.931	0.061	0.31	0.007	0.178
3.003	0.141	0.146	0.275	0.951	0.047	0.207	0.018	0.147
3.292	0.074	0.148	0.287	0.994	0.052	0.314	0.004	0.324
2.872	0.059	0.048	0.341	0.984	0.064	0.203	0.021	0.034
3.158	0.151	0.153	0.293	0.944	0.042	0.225	0	0.254
3.109	0.115	0.013	0.361	0.969	0.07	0.178	0.002	0.319
2.934	0.119	0.082	0.22	0.9	0.059	0.274	0.033	0.248
3.425	0.176	0.13	0.478	0.948	0.033	0.185	0.027	0.264
2.964	0.1	0.069	0.323	0.953	0.071	0.186	0	0.225
2.846	0.131	0.124	0.297	0.93	0.052	0.119	0.005	0.141
3.017	0.125	0.121	0.305	0.961	0.014	0.114	0.035	0.195
3.061	0.132	0.136	0.386	1.067	0.068	0.074	0.012	0.01
3.065	0.111	0.092	0.296	0.949	0.034	0.206	0	0.246
2.739	0.141	0.053	0.232	0.967	0.035	0.123	0	0.188
2.942	0.176	0.118	0.33	0.971	0.028	0.114	0.009	0.119
2.969	0.119	0.054	0.348	0.97	0.054	0.143	0.021	0.134
3.219	0.12	0.085	0.441	0.974	0.052	0.358	0	0.067
2.74	0.07	0.028	0.352	0.97	0.032	0.194	0	0
2.979	0.132	0.07	0.253	1.091	0.044	0.154	0	0.096
3.046	0.111	0.078	0.326	1.041	0.067	0.171	0.003	0.097
3.272	0.126	0.122	0.331	1.03	0.061	0.12	0.031	0.22
2.814	0.108	0.084	0.319	0.971	0.049	0.191	0.008	0.02
2.814	0.125	0.097	0.261	0.963	0.03	0.186	0	0.104
2.973	0.048	0.135	0.347	1.012	0.069	0.161	0	0.073
3.249	0.15	0.033	0.313	1.061	0.062	0.195	0	0.224
2.908	0.083	0.093	0.28	0.963	0.025	0.154	0.031	0.163
2.948	0.102	0.172	0.391	0.841	0.063	0.194	0.047	0.135
2.922	0.096	0.107	0.342	0.979	0.039	0.145	0.035	0.054
2.986	0.107	0.083	0.369	0.885	0.043	0.279	0.02	0.131
2.8	0.08	0.077	0.357	0.938	0.032	0.083	0	0.145
2.985	0.09	0.111	0.314	0.952	0.036	0.244	0	0.15
3.059	0.103	0.171	0.33	0.968	0.01	0.272	0	0.12
2.97	0.122	0.044	0.199	0.998	0.036	0.166	0.004	0.258
2.843	0.135	0.067	0.211	0.933	0.033	0.281	0.035	0.135
3.25	0.147	0.046	0.359	0.962	0.075	0.25	0.045	0.2
3.235	0.124	0.121	0.304	0.98	0.026	0.256	0	0.252
3.171	0.16	0.109	0.278	1.015	0.035	0.273	0.019	0.2
2.886	0.065	0.136	0.307	1.02	0.037	0.072	0.002	0.114
2.751	0.09	0.086	0.249	0.98	0.032	0.153	0	0.093
2.895	0.109	0.117	0.268	1.057	0.05	0.082	0.002	0.09
3.393	0.091	0.127	0.431	1.027	0.046	0.241	0.032	0.165
2.942	0.109	0.04	0.395	0.95	0.029	0.092	0.044	0.107
3.007	0.068	0.135	0.295	0.964	0.038	0.204	0.021	0.16
3.066	0.06	0.121	0.396	0.979	0.052	0.161	0.025	0.097
2.804	0.061	0.138	0.333	0.895	0.036	0.076	0	0.205
2.963	0.1	0.029	0.313	1.028	0.032	0.165	0	0.171
3.258	0.1	0.115	0.408	0.948	0.023	0.231	0.041	0.209
3.242	0.131	0.054	0.486	0.996	0.037	0.061	0.016	0.208
3.197	0.063	0.18	0.356	0.987	0.078	0.178	0.015	0.216
2.982	0.081	0.116	0.29	0.967	0.017	0.241	0	0.163
2.794	0.089	0.189	0.144	0.98	0.042	0.186	0	0.169
3.258	0.109	0.221	0.327	0.938	0.051	0.329	0.036	0.149
2.833	0.133	0.122	0.341	0.994	0.054	0.053	0	0.056
2.642	0.018	0.082	0.308	0.971	0.036	0.076	0	0.037
2.783	0.073	0.117	0.266	0.982	0.038	0.155	0	0.072
3.607	0.134	0.075	0.407	1.08	0.041	0.237	0.025	0.271
3.095	0.054	0.125	0.353	0.981	0.039	0.243	0	0.13
2.496	0.144	0.07	0.214	0.882	0.016	0.178	0.006	0.05
3.1	0.152	0.115	0.316	1.03	0.036	0.268	0.018	0.044
3.231	0.077	0.133	0.345	1.028	0.05	0.197	0.032	0.163
2.787	0.148	0.112	0.284	0.944	0.087	0.187	0.01	0.031
3.361	0.14	0.116	0.389	1.037	0.048	0.194	0	0.237
3.076	0.049	0.114	0.472	0.824	0.015	0.268	0.018	0.2
3.201	0.052	0.148	0.325	0.923	0.04	0.367	0.018	0.184
2.962	0.084	0.039	0.36	0.974	0.059	0.116	0	0.168
3.187	0.131	0.236	0.278	0.989	0.054	0.115	0.02	0.207
2.881	0.188	0.042	0.377	0.908	0.059	0.205	0.01	0.108
2.946	0.064	0.11	0.327	1.045	0.033	0.148	0	0.056
3.117	0.124	0.181	0.374	1.031	0.047	0.095	0.024	0.057
2.984	0.126	0.054	0.388	0.965	0.046	0.192	0.019	0.074
2.781	0.079	0.071	0.298	0.977	0.047	0.058	0.013	0.123
2.972	0.12	0.114	0.32	1.017	0.04	0.164	0.01	0.052
3.086	0.119	0.069	0.308	1.021	0.023	0.277	0.01	0.105
2.972	0.106	0.068	0.284	1.01	0.047	0.197	0.003	0.12
2.831	0.078	0.231	0.286	0.949	0.038	0.157	0	0.054
2.959	0.096	0.089	0.311	0.988	0.055	0.199	0.02	0.089
3.287	0.064	0.137	0.392	1.044	0.041	0.249	0.031	0.106
2.721	0.138	0.058	0.208	1.009	0.021	0.083	0.001	0.125
2.789	0.12	0.062	0.334	0.949	0.033	0.069	0	0.176
2.701	0.135	0.152	0.279	0.894	0.056	0.129	0.037	0.031
3.248	0.073	0.12	0.326	1.039	0.026	0.21	0.017	0.222
2.934	0.059	0.106	0.374	0.924	0.058	0.104	0.039	0.179
2.974	0.145	0.139	0.267	0.979	0.039	0.023	0.022	0.267
3.006	0.069	0.025	0.386	0.956	0.043	0.162	0.018	0.189
2.923	0.045	0.062	0.347	1.003	0.033	0.184	0.019	0.057
2.92	0.125	0.068	0.372	0.954	0.036	0.227	0	0.062
2.678	0.093	0.108	0.29	0.854	0.047	0.222	0	0.117
3.116	0.082	0.059	0.4	1.045	0.032	0.187	0.004	0.085
3.28	0.103	0.131	0.246	1.01	0.056	0.137	0.011	0.375
2.508	0.061	0.063	0.288	0.799	0.03	0.155	0.03	0.131
3.097	0.115	0.172	0.261	1.037	0.029	0.156	0.01	0.145
3.108	0.102	0.163	0.363	0.926	0.052	0.151	0.005	0.231
3.053	0.098	0.089	0.308	0.977	0.03	0.146	0.028	0.235
3.101	0.108	0.135	0.306	0.952	0.048	0.331	0	0.144
2.809	0.06	0.134	0.314	0.942	0.029	0.101	0.015	0.141
2.864	0.067	0.137	0.413	0.891	0.021	0.149	0	0.117
3.058	0.052	0.141	0.313	0.978	0.035	0.349	0.006	0.065
2.954	0.051	0.065	0.38	0.94	0.06	0.171	0.019	0.151
3.172	0.079	0.143	0.392	0.979	0.089	0.123	0.01	0.217
3.231	0.074	0.153	0.466	0.964	0.034	0.176	0.004	0.157
2.828	0.124	0.084	0.467	0.906	0.034	0.019	0	0.127
3.133	0.074	0.119	0.343	1	0.032	0.279	0.012	0.128
3.439	0.073	0.069	0.317	1.089	0.042	0.165	0.033	0.295
3.162	0.116	0.1	0.415	0.974	0.054	0.206	0.006	0.174
2.983	0.1	0.194	0.321	0.942	0.062	0.203	0	0.103
2.858	0.085	0.095	0.217	0.974	0.03	0.311	0.022	0.052
3.132	0.079	0.07	0.294	1.046	0.058	0.193	0.009	0.165
3.12	0.124	0.1	0.35	0.989	0.047	0.274	0.01	0.112
2.487	0.07	0.036	0.314	0.881	0.011	0.089	0.044	0
2.967	0.046	0.17	0.262	0.933	0.025	0.238	0.027	0.184
2.907	0.079	0.128	0.233	0.963	0.076	0.121	0.019	0.178
3.055	0.07	0.142	0.351	0.984	0.074	0.146	0.009	0.169
2.911	0.089	0.215	0.231	0.982	0.035	0.091	0.02	0.185
3.266	0.189	0.103	0.397	1.033	0.027	0.203	0.024	0.099
3.26	0.074	0.114	0.283	1.041	0.04	0.288	0.028	0.187
3.291	0.084	0.183	0.339	1.026	0.031	0.244	0.019	0.166
3.218	0.142	0.109	0.335	1.035	0.011	0.166	0.028	0.204
3.072	0.041	0.043	0.39	0.998	0.048	0.188	0.014	0.183
2.652	0.077	0.102	0.22	0.895	0.02	0.219	0.061	0.035
2.709	0.178	0.06	0.126	0.954	0.039	0.199	0.003	0.171
3.537	0.07	0.141	0.417	1.022	0.034	0.233	0	0.299
3.048	0.095	0.088	0.276	1.079	0.068	0.134	0	0.148
3.307	0.082	0.141	0.347	0.936	0.025	0.255	0.025	0.284
2.816	0.098	0.092	0.262	0.973	0.031	0.098	0.01	0.143
2.965	0.076	0.117	0.294	0.917	0.031	0.161	0.075	0.207
2.672	0.046	0.086	0.31	0.909	0.039	0.107	0	0.15
3.345	0.086	0.09	0.432	0.988	0.034	0.257	0	0.263
2.864	0.097	0.139	0.357	0.963	0.035	0.195	0.001	0
3.155	0.054	0.093	0.402	0.937	0.045	0.221	0.036	0.195
2.906	0.048	0.127	0.313	0.912	0.027	0.186	0	0.244
3.274	0.101	0.138	0.329	0.971	0.024	0.319	0	0.216
3.119	0.147	0.045	0.394	1.026	0.012	0.182	0	0.131
2.795	0.064	0.093	0.336	1.019	0.069	0.064	0.015	0
2.994	0.094	0.134	0.267	1.012	0.034	0.219	0.018	0.11
2.863	0.104	0.091	0.401	0.898	0.044	0.148	0.012	0.115
3.114	0.144	0.13	0.455	0.99	0.029	0.097	0.037	0.064
3.265	0.018	0.22	0.325	1.07	0.06	0.075	0	0.205
3.105	0.088	0.262	0.421	0.973	0.043	0.141	0	0.045
2.826	0.065	0.019	0.362	0.902	0.026	0.159	0.018	0.195
2.906	0.1	0.148	0.274	1.01	0.039	0.087	0	0.123
3.244	0.145	0.055	0.343	1	0.038	0.235	0.018	0.21
2.894	0.116	0.231	0.299	0.893	0.084	0.143	0.01	0.163
2.814	0.095	0.076	0.288	0.894	0	0.211	0.015	0.229
3.108	0.109	0.073	0.403	0.873	0.015	0.37	0	0.205
3.047	0.067	0.094	0.305	0.991	0.054	0.201	0.02	0.163
2.878	0.044	0.124	0.351	0.975	0.03	0.175	0	0.046
2.888	0.039	0.061	0.35	0.943	0.053	0.217	0.014	0.088
2.752	0.085	0.119	0.248	0.969	0.053	0.1	0.011	0.124
3.085	0.14	0.086	0.32	1.011	0.031	0.217	0.021	0.12
3.011	0.085	0.136	0.411	0.977	0.012	0.141	0	0.085
3.075	0.157	0.135	0.25	1.033	0.037	0.174	0	0.175
3.278	0.134	0.15	0.337	0.997	0.029	0.35	0.035	0.104
3.222	0.13	0.137	0.315	1.013	0.033	0.173	0.035	0.185
2.992	0.118	0.1	0.302	0.952	0.04	0.221	0.036	0.127
3.395	0.054	0.123	0.304	1.064	0.056	0.35	0	0.277
2.97	0.096	0.156	0.249	0.952	0.029	0.353	0	0.107
2.923	0.124	0.1	0.423	0.939	0.035	0.047	0	0.15
2.575	0.135	0.1	0.192	0.937	0.028	0.059	0.008	0.131
3.116	0.095	0.07	0.342	0.979	0.036	0.242	0.032	0.144
3.244	0.068	0.149	0.317	1.023	0.052	0.108	0.039	0.231
3.306	0.072	0.085	0.416	0.962	0.026	0.314	0.01	0.233
3.063	0.098	0.214	0.29	0.924	0.02	0.24	0	0.208
3.424	0.082	0.094	0.5	1.047	0.053	0.114	0	0.268
3.06	0.152	0.134	0.318	0.936	0.031	0.202	0.028	0.204
3.041	0.115	0.118	0.275	1.074	0.048	0.084	0	0.168
3.122	0.08	0.035	0.391	1.032	0.056	0.218	0	0.135
2.698	0.036	0.117	0.23	0.942	0.03	0.081	0.027	0.172
3.007	0.073	0.093	0.359	0.995	0.065	0.128	0.034	0.111
3.142	0.181	0.129	0.44	0.936	0.031	0.226	0	0.102
3.162	0.149	0.172	0.309	1.006	0.035	0.213	0.016	0.143
2.792	0.156	0.046	0.308	0.899	0.034	0.245	0.009	0.114
2.801	0.037	0.195	0.303	0.914	0.051	0.178	0.021	0.057
3	0.12	0.182	0.317	1.032	0.032	0.058	0.036	0.07
2.856	0.162	0.062	0.178	0.945	0.026	0.219	0.031	0.181
3.167	0.12	0.115	0.337	0.992	0.062	0.071	0.028	0.291
3.181	0.11	0.109	0.344	0.998	0.037	0.275	0.008	0.149
3.271	0.059	0.104	0.357	1.056	0.049	0.286	0.01	0.108
2.945	0.063	0.138	0.306	0.944	0.048	0.107	0.033	0.161
2.937	0.037	0.161	0.261	0.922	0.033	0.237	0.029	0.184
3	0.024	0.093	0.309	1.072	0.052	0.12	0.001	0.139
2.91	0.093	0.11	0.345	0.949	0.068	0.147	0	0.149
2.746	0.101	0.02	0.323	0.989	0.056	0.12	0	0.053
3.023	0.11	0.119	0.376	0.925	0.045	0.25	0.03	0.071
3.01	0.094	0.08	0.362	1.094	0.048	0.128	0	0
3.071	0.081	0.102	0.363	1.009	0.034	0.101	0.024	0.138
3.281	0.127	0.19	0.322	1.083	0.034	0.109	0.022	0.145
2.838	0.04	0.195	0.27	0.976	0.012	0.15	0.037	0.027
2.919	0.126	0.122	0.329	0.951	0.027	0.239	0.011	0.047
3.14	0.014	0.104	0.346	1.02	0.027	0.279	0.019	0.097
2.767	0.077	0.106	0.275	0.975	0.015	0.198	0.004	0.04
2.874	0.123	0.046	0.222	1	0.089	0.059	0.006	0.235
2.649	0.056	0.16	0.274	0.957	0.034	0.078	0	0.032
3.065	0.069	0.126	0.363	1.046	0.03	0.164	0.024	0.032
3.035	0.102	0.114	0.256	1.016	0.034	0.171	0	0.203
3.099	0.142	0.194	0.377	0.953	0.036	0.183	0.009	0.12
3.066	0.106	0.168	0.411	1.007	0.067	0.125	0.028	0
3.476	0.097	0.151	0.403	0.958	0.046	0.297	0.018	0.284
3.423	0.134	0.104	0.421	0.981	0.03	0.216	0.033	0.256
2.493	0.028	0.037	0.186	0.97	0.049	0.116	0.02	0.033
2.874	0.08	0.145	0.299	0.977	0.05	0.133	0	0.108
3.181	0.084	0.072	0.359	1.047	0.083	0.179	0.025	0.12
3.423	0.062	0.261	0.391	1.078	0.02	0.139	0.021	0.18
3.364	0.111	0.208	0.361	1.026	0.04	0.164	0	0.285
3.098	0.048	0.12	0.406	0.9	0.044	0.24	0.047	0.129
2.899	0.123	0.133	0.274	0.994	0.039	0.196	0	0.063
3.317	0.084	0.096	0.3	1.098	0.041	0.183	0.025	0.199
2.85	0.106	0.047	0.305	0.931	0.037	0.174	0	0.212
3.247	0.103	0.182	0.342	1.041	0.026	0.213	0.019	0.117
2.837	0.093	0.004	0.378	0.985	0.027	0.082	0.017	0.082
3.073	0.12	0.14	0.272	1.009	0.031	0.182	0.03	0.147
3.026	0.056	0.133	0.411	1.005	0.031	0.164	0.022	0.011
3.264	0.116	0.077	0.319	0.985	0.052	0.204	0.054	0.273
2.953	0.083	0.127	0.269	1.005	0.029	0.183	0.031	0.104
2.879	0.084	0	0.386	0.95	0.032	0.105	0.028	0.131
3.007	0.025	0.122	0.423	0.959	0.018	0.087	0	0.167
2.79	0.121	0.133	0.272	0.927	0.016	0.182	0.017	0.08
2.748	0.174	0.074	0.293	0.927	0.044	0.175	0.03	0.034
2.717	0.069	0.058	0.244	0.976	0.03	0.114	0	0.147
3.079	0.048	0.046	0.375	0.99	0.029	0.162	0.028	0.219
2.817	0.062	0.075	0.32	0.976	0.045	0.254	0.001	0
2.903	0.117	0.07	0.29	1.038	0.027	0.101	0.009	0.092
3.06	0.106	0.106	0.385	0.97	0	0.23	0.005	0.134
2.983	0.011	0.083	0.287	1.005	0.064	0.135	0.013	0.228
3.377	0.115	0.123	0.393	0.992	0.035	0.248	0.019	0.231
3.314	0.038	0.172	0.388	1.032	0.023	0.174	0.032	0.172
2.841	0.18	0.152	0.245	0.934	0.047	0.169	0.015	0.101
2.898	0.094	0.144	0.281	0.978	0.042	0.258	0	0.042
2.895	0.091	0.005	0.285	0.983	0.048	0.108	0	0.256
3.035	0.051	0.107	0.394	0.958	0.056	0.2	0	0.149
2.825	0.035	0.022	0.237	1.023	0.095	0.166	0.014	0.127
3.117	0.115	0.082	0.23	1.041	0.037	0.247	0.027	0.164
2.787	0.029	0.091	0.327	0.953	0.026	0	0.016	0.181
3.34	0.051	0.131	0.328	1.059	0.063	0.278	0.016	0.158
2.927	0.1	0.194	0.23	0.965	0.059	0.185	0.003	0.183
2.997	0.041	0.125	0.356	0.916	0.045	0.193	0.003	0.214
3.219	0.085	0.07	0.36	1.06	0.071	0.196	0.021	0.116
3.195	0.073	0.075	0.334	0.963	0.025	0.337	0.02	0.21
2.733	0.094	0.07	0.242	1.01	0.031	0.142	0.021	0.028
3.159	0.143	0.168	0.4	0.96	0.044	0.122	0.014	0.209
3.186	0.146	0.12	0.315	0.966	0.026	0.208	0.027	0.223
2.962	0.014	0	0.494	0.982	0.045	0.078	0	0.148
2.856	0.055	0.055	0.325	0.836	0.063	0.166	0	0.282
2.992	0.044	0.13	0.294	1	0.036	0.199	0.025	0.122
3.137	0.086	0.169	0.39	0.961	0.055	0.254	0.017	0.07
2.976	0.068	0.199	0.359	0.928	0.046	0.056	0.009	0.219
2.861	0.051	0.038	0.263	1.02	0.074	0.114	0	0.164
3.211	0.058	0.18	0.383	1.03	0.073	0.179	0.02	0.113
2.646	0.082	0	0.25	0.956	0.019	0.052	0.047	0.14
3.058	0.122	0.079	0.344	0.935	0.068	0.215	0.033	0.156
2.851	0.083	0.124	0.349	0.984	0.047	0.086	0.004	0.064
3.197	0.105	0.186	0.267	1.102	0.057	0.093	0.034	0.162
3.136	0.092	0.231	0.356	0.934	0.062	0.159	0	0.192
3.035	0.141	0.157	0.371	1.017	0.043	0.05	0	0.115
3.442	0.116	0.148	0.342	0.966	0.051	0.24	0.036	0.306
2.943	0.091	0.082	0.335	0.94	0.029	0.157	0.015	0.187
3.091	0.047	0.122	0.409	1.019	0.045	0.108	0.022	0.104
3.211	0.09	0.099	0.329	1.083	0.043	0.195	0.03	0.12
2.783	0.068	0.124	0.288	0.995	0.038	0.029	0.023	0.094
3.187	0.076	0.158	0.286	1.024	0.017	0.255	0.007	0.19
3.003	0.071	0.107	0.473	0.929	0.058	0.139	0.005	0.114
3.189	0.095	0.14	0.374	1.014	0.034	0.195	0.02	0.116
2.859	0.085	0.097	0.239	1.052	0.02	0.056	0.024	0.11
3.019	0.107	0.17	0.457	0.944	0.038	0.105	0.005	0.058
3.063	0.06	0.067	0.383	0.941	0.029	0.138	0.012	0.264
2.737	0.114	0.06	0.256	0.961	0.077	0.17	0.009	0.071
3.261	0.074	0.161	0.418	1.023	0.039	0.145	0	0.179
3.006	0.049	0.032	0.419	0.964	0.039	0.101	0.023	0.184
2.84	0.046	0.068	0.248	0.924	0.049	0.181	0	0.297
2.946	0.014	0.103	0.413	0.973	0.057	0.105	0.017	0.086
3.075	0.116	0.139	0.259	0.967	0.043	0.303	0.012	0.205
2.962	0.082	0.126	0.266	0.978	0.029	0.214	0.026	0.158
2.789	0.107	0.176	0.22	0.958	0.004	0.084	0.005	0.149
3.184	0.053	0.077	0.341	0.988	0.029	0.255	0.03	0.253
2.712	0.039	0.054	0.319	0.865	0.038	0.182	0.018	0.158
2.857	0.112	0.004	0.256	1	0.053	0.19	0.031	0.096
3.015	0.165	0.164	0.324	0.952	0.041	0.133	0.008	0.168
2.798	0.114	0.053	0.287	1.001	0.015	0.213	0.014	0.007
2.998	0.099	0.139	0.276	1.044	0.05	0.167	0.002	0.081
3.027	0.089	0.144	0.4	0.977	0.041	0.228	0.002	0.03
